marker1_1	marker1_2	marker2_1	marker2_2	cluster	motifname	motiflocid
0.70711	-0.70711	0.70711	-0.70711	4	4	384
-0.70711	0.70711	0.70711	-0.70711	1	4	385
0.70711	-0.70711	-0.70711	0.70711	2	4	386
-0.70711	0.70711	-0.70711	0.70711	3	4	388
-0.70711	0.70711	-0.70711	0.70711	3	4	389
0.70711	-0.70711	-0.70711	0.70711	2	4	390
-0.70711	0.70711	0.70711	-0.70711	1	4	392
-0.70711	0.70711	-0.70711	0.70711	3	4	393
-0.70711	0.70711	-0.70711	0.70711	3	4	394
0.70711	-0.70711	0.70711	-0.70711	4	4	395
0.70711	-0.70711	-0.70711	0.70711	2	4	396
-0.70711	0.70711	0.70711	-0.70711	1	4	397
-0.70711	0.70711	0.70711	-0.70711	1	4	398
0.70711	-0.70711	0.70711	-0.70711	4	4	399
-0.70711	0.70711	0.70711	-0.70711	1	4	400
-0.70711	0.70711	0.70711	-0.70711	1	4	401
-0.70711	0.70711	0.70711	-0.70711	1	4	402
-0.70711	0.70711	-0.70711	0.70711	3	4	403
0.70711	-0.70711	-0.70711	0.70711	2	4	404
0.70711	-0.70711	-0.70711	0.70711	2	4	405
-0.70711	0.70711	-0.70711	0.70711	3	4	407
-0.70711	0.70711	-0.70711	0.70711	3	4	408
-0.70711	0.70711	-0.70711	0.70711	3	4	409
-0.70711	0.70711	0.70711	-0.70711	1	4	410
0.70711	-0.70711	0.70711	-0.70711	4	4	411
0.70711	-0.70711	0.70711	-0.70711	4	4	412
-0.70711	0.70711	-0.70711	0.70711	3	4	414
0.70711	-0.70711	-0.70711	0.70711	2	4	415
-0.70711	0.70711	-0.70711	0.70711	3	4	416
0.70711	-0.70711	0.70711	-0.70711	4	4	417
-0.70711	0.70711	0.70711	-0.70711	1	4	418
0.70711	-0.70711	-0.70711	0.70711	2	4	419
0.70711	-0.70711	-0.70711	0.70711	2	4	421
0.70711	-0.70711	0.70711	-0.70711	4	4	422
0.70711	-0.70711	-0.70711	0.70711	2	4	424
0.70711	-0.70711	-0.70711	0.70711	2	4	425
-0.70711	0.70711	0.70711	-0.70711	1	4	426
0.70711	-0.70711	-0.70711	0.70711	2	4	427
0.70711	-0.70711	-0.70711	0.70711	2	4	428
0.70711	-0.70711	0.70711	-0.70711	4	4	429
0.70711	-0.70711	0.70711	-0.70711	4	4	430
-0.70711	0.70711	-0.70711	0.70711	3	4	431
0.70711	-0.70711	0.70711	-0.70711	4	4	432
0.70711	-0.70711	0.70711	-0.70711	4	4	433
0.70711	-0.70711	0.70711	-0.70711	4	4	434
0.70711	-0.70711	0.70711	-0.70711	4	4	435
-0.70711	0.70711	-0.70711	0.70711	3	4	436
0.70711	-0.70711	0.70711	-0.70711	4	4	437
-0.70711	0.70711	-0.70711	0.70711	3	4	438
-0.70711	0.70711	0.70711	-0.70711	1	4	439
0.70711	-0.70711	0.70711	-0.70711	4	4	440
0.70711	-0.70711	-0.70711	0.70711	2	4	443
-0.70711	0.70711	-0.70711	0.70711	3	4	444
0.70711	-0.70711	-0.70711	0.70711	2	4	445
0.70711	-0.70711	-0.70711	0.70711	2	4	447
0.70711	-0.70711	-0.70711	0.70711	2	4	448
0.70711	-0.70711	0.70711	-0.70711	4	4	449
-0.70711	0.70711	0.70711	-0.70711	1	4	450
0.70711	-0.70711	-0.70711	0.70711	2	4	451
0.70711	-0.70711	-0.70711	0.70711	2	4	455
0.70711	-0.70711	-0.70711	0.70711	2	4	456
-0.70711	0.70711	-0.70711	0.70711	3	4	457
-0.70711	0.70711	-0.70711	0.70711	3	4	458
-0.70711	0.70711	-0.70711	0.70711	3	4	459
-0.70711	0.70711	0.70711	-0.70711	1	4	461
-0.70711	0.70711	0.70711	-0.70711	1	4	462
0.70711	-0.70711	-0.70711	0.70711	2	4	464
-0.70711	0.70711	0.70711	-0.70711	1	4	465
-0.70711	0.70711	0.70711	-0.70711	1	4	466
0.70711	-0.70711	-0.70711	0.70711	2	4	467
0.70711	-0.70711	0.70711	-0.70711	4	4	468
0.70711	-0.70711	0.70711	-0.70711	4	4	469
-0.70711	0.70711	-0.70711	0.70711	3	4	470
0.70711	-0.70711	-0.70711	0.70711	2	4	471
0.70711	-0.70711	-0.70711	0.70711	2	4	472
-0.70711	0.70711	-0.70711	0.70711	3	4	473
0.70711	-0.70711	0.70711	-0.70711	4	4	474
-0.70711	0.70711	0.70711	-0.70711	1	4	475
0.70711	-0.70711	-0.70711	0.70711	2	4	476
0.70711	-0.70711	0.70711	-0.70711	4	4	477
-0.70711	0.70711	-0.70711	0.70711	3	4	478
-0.70711	0.70711	-0.70711	0.70711	3	4	479
-0.70711	0.70711	-0.70711	0.70711	3	4	480
-0.70711	0.70711	0.70711	-0.70711	1	4	482
0.70711	-0.70711	-0.70711	0.70711	2	4	483
-0.70711	0.70711	0.70711	-0.70711	1	4	484
0.70711	-0.70711	0.70711	-0.70711	4	4	485
-0.70711	0.70711	0.70711	-0.70711	1	4	487
-0.70711	0.70711	0.70711	-0.70711	1	4	488
0.70711	-0.70711	-0.70711	0.70711	2	4	489
0.70711	-0.70711	-0.70711	0.70711	2	4	490
0.70711	-0.70711	-0.70711	0.70711	2	4	491
-0.70711	0.70711	0.70711	-0.70711	1	4	492
0.70711	-0.70711	0.70711	-0.70711	4	4	494
-0.70711	0.70711	-0.70711	0.70711	3	4	495
0.70711	-0.70711	-0.70711	0.70711	2	4	496
0.70711	-0.70711	-0.70711	0.70711	2	4	497
0.70711	-0.70711	0.70711	-0.70711	4	4	498
-0.70711	0.70711	0.70711	-0.70711	1	4	499
-0.70711	0.70711	-0.70711	0.70711	3	4	501
0.70711	-0.70711	-0.70711	0.70711	2	4	502
-0.70711	0.70711	-0.70711	0.70711	3	4	503
-0.70711	0.70711	0.70711	-0.70711	1	4	504
-0.70711	0.70711	0.70711	-0.70711	1	4	505
-0.70711	0.70711	-0.70711	0.70711	3	4	506
0.70711	-0.70711	0.70711	-0.70711	4	4	507
-0.70711	0.70711	0.70711	-0.70711	1	4	508
-0.70711	0.70711	-0.70711	0.70711	3	4	509
-0.70711	0.70711	-0.70711	0.70711	3	4	511
0.70711	-0.70711	-0.70711	0.70711	2	4	512
0.70711	-0.70711	0.70711	-0.70711	4	4	513
0.70711	-0.70711	-0.70711	0.70711	2	4	514
-0.70711	0.70711	0.70711	-0.70711	1	4	515
0.70711	-0.70711	-0.70711	0.70711	2	4	516
-0.70711	0.70711	0.70711	-0.70711	1	4	517
0.70711	-0.70711	-0.70711	0.70711	2	4	518
-0.70711	0.70711	-0.70711	0.70711	3	4	519
0.70711	-0.70711	0.70711	-0.70711	4	4	520
0.70711	-0.70711	-0.70711	0.70711	2	4	521
-0.70711	0.70711	0.70711	-0.70711	1	4	522
0.70711	-0.70711	-0.70711	0.70711	2	4	523
-0.70711	0.70711	-0.70711	0.70711	3	4	524
-0.70711	0.70711	0.70711	-0.70711	1	4	525
0.70711	-0.70711	0.70711	-0.70711	4	4	527
0.70711	-0.70711	0.70711	-0.70711	4	4	528
0.70711	-0.70711	-0.70711	0.70711	2	4	529
0.70711	-0.70711	-0.70711	0.70711	2	4	531
-0.70711	0.70711	0.70711	-0.70711	1	4	532
-0.70711	0.70711	-0.70711	0.70711	3	4	534
0.70711	-0.70711	0.70711	-0.70711	4	4	535
-0.70711	0.70711	0.70711	-0.70711	1	4	536
-0.70711	0.70711	-0.70711	0.70711	3	4	537
-0.70711	0.70711	-0.70711	0.70711	3	4	538
-0.70711	0.70711	0.70711	-0.70711	1	4	539
0.70711	-0.70711	-0.70711	0.70711	2	4	541
0.70711	-0.70711	0.70711	-0.70711	4	4	542
0.70711	-0.70711	0.70711	-0.70711	4	4	543
0.70711	-0.70711	0.70711	-0.70711	4	4	544
-0.70711	0.70711	0.70711	-0.70711	1	4	545
0.70711	-0.70711	-0.70711	0.70711	2	4	546
-0.70711	0.70711	0.70711	-0.70711	1	4	547
0.70711	-0.70711	-0.70711	0.70711	2	4	548
0.70711	-0.70711	0.70711	-0.70711	4	4	549
-0.70711	0.70711	0.70711	-0.70711	1	4	550
0.70711	-0.70711	-0.70711	0.70711	2	4	551
0.70711	-0.70711	0.70711	-0.70711	4	4	552
-0.70711	0.70711	-0.70711	0.70711	3	4	553
-0.70711	0.70711	-0.70711	0.70711	3	4	554
-0.70711	0.70711	0.70711	-0.70711	1	4	555
-0.70711	0.70711	0.70711	-0.70711	1	4	556
0.70711	-0.70711	-0.70711	0.70711	2	4	558
0.70711	-0.70711	0.70711	-0.70711	4	4	559
-0.70711	0.70711	-0.70711	0.70711	3	4	560
0.70711	-0.70711	0.70711	-0.70711	4	4	561
-0.70711	0.70711	0.70711	-0.70711	1	4	562
0.70711	-0.70711	0.70711	-0.70711	4	4	563
-0.70711	0.70711	0.70711	-0.70711	1	4	565
0.70711	-0.70711	-0.70711	0.70711	2	4	567
0.70711	-0.70711	0.70711	-0.70711	4	4	568
-0.70711	0.70711	-0.70711	0.70711	3	4	569
-0.70711	0.70711	-0.70711	0.70711	3	4	570
-0.70711	0.70711	-0.70711	0.70711	3	4	571
0.70711	-0.70711	-0.70711	0.70711	2	4	572
0.70711	-0.70711	-0.70711	0.70711	2	4	574
-0.70711	0.70711	0.70711	-0.70711	1	4	575
0.70711	-0.70711	0.70711	-0.70711	4	4	576
0.70711	-0.70711	-0.70711	0.70711	2	4	577
0.70711	-0.70711	-0.70711	0.70711	2	4	578
-0.70711	0.70711	-0.70711	0.70711	3	4	579
-0.70711	0.70711	0.70711	-0.70711	1	4	581
0.70711	-0.70711	0.70711	-0.70711	4	4	582
-0.70711	0.70711	0.70711	-0.70711	1	4	583
0.70711	-0.70711	0.70711	-0.70711	4	4	584
-0.70711	0.70711	-0.70711	0.70711	3	4	585
0.70711	-0.70711	-0.70711	0.70711	2	4	586
0.70711	-0.70711	-0.70711	0.70711	2	4	587
0.70711	-0.70711	0.70711	-0.70711	4	4	588
-0.70711	0.70711	0.70711	-0.70711	1	4	589
-0.70711	0.70711	0.70711	-0.70711	1	4	590
-0.70711	0.70711	-0.70711	0.70711	3	4	592
0.70711	-0.70711	0.70711	-0.70711	4	4	593
0.70711	-0.70711	-0.70711	0.70711	2	4	594
0.70711	-0.70711	-0.70711	0.70711	2	4	595
-0.70711	0.70711	-0.70711	0.70711	3	4	596
-0.70711	0.70711	0.70711	-0.70711	1	4	597
-0.70711	0.70711	0.70711	-0.70711	1	4	598
0.70711	-0.70711	-0.70711	0.70711	2	4	599
-0.70711	0.70711	-0.70711	0.70711	3	4	600
0.70711	-0.70711	0.70711	-0.70711	4	4	601
-0.70711	0.70711	-0.70711	0.70711	3	4	602
0.70711	-0.70711	-0.70711	0.70711	2	4	603
-0.70711	0.70711	-0.70711	0.70711	3	4	604
0.70711	-0.70711	-0.70711	0.70711	2	4	605
-0.70711	0.70711	-0.70711	0.70711	3	4	607
-0.70711	0.70711	-0.70711	0.70711	3	4	608
-0.70711	0.70711	-0.70711	0.70711	3	4	609
-0.70711	0.70711	-0.70711	0.70711	3	4	610
0.70711	-0.70711	-0.70711	0.70711	2	4	611
0.70711	-0.70711	-0.70711	0.70711	2	4	612
-0.70711	0.70711	-0.70711	0.70711	3	4	613
0.70711	-0.70711	-0.70711	0.70711	2	4	614
0.70711	-0.70711	-0.70711	0.70711	2	4	615
0.70711	-0.70711	0.70711	-0.70711	4	4	616
-0.70711	0.70711	0.70711	-0.70711	1	4	617
-0.70711	0.70711	0.70711	-0.70711	1	4	618
0.70711	-0.70711	0.70711	-0.70711	4	4	619
-0.70711	0.70711	-0.70711	0.70711	3	4	621
-0.70711	0.70711	-0.70711	0.70711	3	4	622
-0.70711	0.70711	0.70711	-0.70711	1	4	623
0.70711	-0.70711	-0.70711	0.70711	2	4	624
0.70711	-0.70711	0.70711	-0.70711	4	4	625
0.70711	-0.70711	0.70711	-0.70711	4	4	626
-0.70711	0.70711	0.70711	-0.70711	1	4	627
0.70711	-0.70711	0.70711	-0.70711	4	4	628
-0.70711	0.70711	0.70711	-0.70711	1	4	629
0.70711	-0.70711	-0.70711	0.70711	2	4	630
0.70711	-0.70711	0.70711	-0.70711	4	4	631
0.70711	-0.70711	0.70711	-0.70711	4	4	632
0.70711	-0.70711	-0.70711	0.70711	2	4	633
-0.70711	0.70711	-0.70711	0.70711	3	4	634
0.70711	-0.70711	-0.70711	0.70711	2	4	635
-0.70711	0.70711	0.70711	-0.70711	1	4	636
-0.70711	0.70711	-0.70711	0.70711	3	4	638
0.70711	-0.70711	-0.70711	0.70711	2	4	639
0.70711	-0.70711	-0.70711	0.70711	2	4	640
-0.70711	0.70711	-0.70711	0.70711	3	4	641
0.70711	-0.70711	0.70711	-0.70711	4	4	642
0.70711	-0.70711	0.70711	-0.70711	4	4	643
0.70711	-0.70711	-0.70711	0.70711	2	4	644
-0.70711	0.70711	0.70711	-0.70711	1	4	645
-0.70711	0.70711	0.70711	-0.70711	1	4	647
-0.70711	0.70711	0.70711	-0.70711	1	4	648
-0.70711	0.70711	-0.70711	0.70711	3	4	649
0.70711	-0.70711	0.70711	-0.70711	4	4	650
0.70711	-0.70711	0.70711	-0.70711	4	4	651
0.70711	-0.70711	-0.70711	0.70711	2	4	652
-0.70711	0.70711	0.70711	-0.70711	1	4	654
-0.70711	0.70711	0.70711	-0.70711	1	4	655
-0.70711	0.70711	0.70711	-0.70711	1	4	656
0.70711	-0.70711	0.70711	-0.70711	4	4	657
0.70711	-0.70711	-0.70711	0.70711	2	4	658
-0.70711	0.70711	0.70711	-0.70711	1	4	659
-0.70711	0.70711	-0.70711	0.70711	3	4	661
-0.70711	0.70711	-0.70711	0.70711	3	4	662
-0.70711	0.70711	0.70711	-0.70711	1	4	663
0.70711	-0.70711	0.70711	-0.70711	4	4	664
-0.70711	0.70711	-0.70711	0.70711	3	4	666
-0.70711	0.70711	0.70711	-0.70711	1	4	667
0.70711	-0.70711	-0.70711	0.70711	2	4	669
-0.70711	0.70711	0.70711	-0.70711	1	4	670
-0.70711	0.70711	-0.70711	0.70711	3	4	671
0.70711	-0.70711	0.70711	-0.70711	4	4	672
-0.70711	0.70711	-0.70711	0.70711	3	4	673
0.70711	-0.70711	0.70711	-0.70711	4	4	674
0.70711	-0.70711	0.70711	-0.70711	4	4	675
-0.70711	0.70711	0.70711	-0.70711	1	4	676
-0.70711	0.70711	-0.70711	0.70711	3	4	677
-0.70711	0.70711	0.70711	-0.70711	1	4	678
-0.70711	0.70711	-0.70711	0.70711	3	4	679
0.70711	-0.70711	-0.70711	0.70711	2	4	680
0.70711	-0.70711	-0.70711	0.70711	2	4	681
0.70711	-0.70711	-0.70711	0.70711	2	4	682
-0.70711	0.70711	0.70711	-0.70711	1	4	684
0.70711	-0.70711	0.70711	-0.70711	4	4	685
0.70711	-0.70711	0.70711	-0.70711	4	4	687
0.70711	-0.70711	0.70711	-0.70711	4	4	688
-0.70711	0.70711	-0.70711	0.70711	3	4	689
-0.70711	0.70711	0.70711	-0.70711	1	4	690
-0.70711	0.70711	-0.70711	0.70711	3	4	691
-0.70711	0.70711	-0.70711	0.70711	3	4	692
-0.70711	0.70711	0.70711	-0.70711	1	4	694
-0.70711	0.70711	-0.70711	0.70711	3	4	695
0.70711	-0.70711	0.70711	-0.70711	4	4	697
-0.70711	0.70711	0.70711	-0.70711	1	4	698
0.70711	-0.70711	-0.70711	0.70711	2	4	699
-0.70711	0.70711	-0.70711	0.70711	3	4	702
0.70711	-0.70711	0.70711	-0.70711	4	4	703
-0.70711	0.70711	-0.70711	0.70711	3	4	704
0.70711	-0.70711	-0.70711	0.70711	2	4	705
-0.70711	0.70711	-0.70711	0.70711	3	4	706
-0.70711	0.70711	0.70711	-0.70711	1	4	707
-0.70711	0.70711	0.70711	-0.70711	1	4	708
0.70711	-0.70711	-0.70711	0.70711	2	4	709
-0.70711	0.70711	-0.70711	0.70711	3	4	710
0.70711	-0.70711	-0.70711	0.70711	2	4	711
0.70711	-0.70711	0.70711	-0.70711	4	4	712
-0.70711	0.70711	-0.70711	0.70711	3	4	713
-0.70711	0.70711	0.70711	-0.70711	1	4	714
-0.70711	0.70711	-0.70711	0.70711	3	4	715
0.70711	-0.70711	0.70711	-0.70711	4	4	716
0.70711	-0.70711	-0.70711	0.70711	2	4	718
-0.70711	0.70711	-0.70711	0.70711	3	4	719
-0.70711	0.70711	0.70711	-0.70711	1	4	720
0.70711	-0.70711	-0.70711	0.70711	2	4	721
-0.70711	0.70711	-0.70711	0.70711	3	4	722
-0.70711	0.70711	0.70711	-0.70711	1	4	723
0.70711	-0.70711	-0.70711	0.70711	2	4	724
0.70711	-0.70711	-0.70711	0.70711	2	4	725
0.70711	-0.70711	0.70711	-0.70711	4	4	728
0.70711	-0.70711	-0.70711	0.70711	2	4	729
0.70711	-0.70711	0.70711	-0.70711	4	4	730
0.70711	-0.70711	-0.70711	0.70711	2	4	731
-0.70711	0.70711	0.70711	-0.70711	1	4	732
-0.70711	0.70711	0.70711	-0.70711	1	4	733
-0.70711	0.70711	-0.70711	0.70711	3	4	734
0.70711	-0.70711	0.70711	-0.70711	4	4	735
-0.70711	0.70711	0.70711	-0.70711	1	4	736
-0.70711	0.70711	-0.70711	0.70711	3	4	737
0.70711	-0.70711	0.70711	-0.70711	4	4	738
0.70711	-0.70711	-0.70711	0.70711	2	4	739
0.70711	-0.70711	0.70711	-0.70711	4	4	742
-0.70711	0.70711	0.70711	-0.70711	1	4	743
0.70711	-0.70711	-0.70711	0.70711	2	4	744
-0.70711	0.70711	0.70711	-0.70711	1	4	745
0.70711	-0.70711	-0.70711	0.70711	2	4	746
0.70711	-0.70711	0.70711	-0.70711	4	4	747
0.70711	-0.70711	-0.70711	0.70711	2	4	748
0.70711	-0.70711	0.70711	-0.70711	4	4	749
-0.70711	0.70711	-0.70711	0.70711	3	4	751
0.70711	-0.70711	0.70711	-0.70711	4	4	752
-0.70711	0.70711	-0.70711	0.70711	3	4	753
0.70711	-0.70711	-0.70711	0.70711	2	4	754
0.70711	-0.70711	-0.70711	0.70711	2	4	755
-0.70711	0.70711	0.70711	-0.70711	1	4	756
-0.70711	0.70711	0.70711	-0.70711	1	4	757
0.70711	-0.70711	0.70711	-0.70711	4	4	759
-0.70711	0.70711	-0.70711	0.70711	3	4	760
-0.70711	0.70711	-0.70711	0.70711	3	4	761
-0.70711	0.70711	0.70711	-0.70711	1	4	762
-0.70711	0.70711	-0.70711	0.70711	3	4	763
0.70711	-0.70711	0.70711	-0.70711	4	4	764
-0.70711	0.70711	-0.70711	0.70711	3	4	765
-0.70711	0.70711	-0.70711	0.70711	3	4	766
0.70711	-0.70711	-0.70711	0.70711	2	4	767
-0.70711	0.70711	-0.70711	0.70711	3	4	768
-0.70711	0.70711	0.70711	-0.70711	1	4	769
0.70711	-0.70711	0.70711	-0.70711	4	4	771
-0.70711	0.70711	-0.70711	0.70711	3	4	772
0.70711	-0.70711	0.70711	-0.70711	4	4	773
-0.70711	0.70711	-0.70711	0.70711	3	4	774
0.70711	-0.70711	0.70711	-0.70711	4	4	775
-0.70711	0.70711	-0.70711	0.70711	3	4	776
0.70711	-0.70711	0.70711	-0.70711	4	4	778
0.70711	-0.70711	0.70711	-0.70711	4	4	779
-0.70711	0.70711	0.70711	-0.70711	1	4	781
0.70711	-0.70711	0.70711	-0.70711	4	4	782
0.70711	-0.70711	-0.70711	0.70711	2	4	783
-0.70711	0.70711	-0.70711	0.70711	3	4	784
0.70711	-0.70711	0.70711	-0.70711	4	4	785
-0.70711	0.70711	0.70711	-0.70711	1	4	786
-0.70711	0.70711	-0.70711	0.70711	3	4	787
0.70711	-0.70711	0.70711	-0.70711	4	4	788
-0.70711	0.70711	0.70711	-0.70711	1	4	789
-0.70711	0.70711	-0.70711	0.70711	3	4	790
-0.70711	0.70711	0.70711	-0.70711	1	4	791
-0.70711	0.70711	-0.70711	0.70711	3	4	792
-0.70711	0.70711	-0.70711	0.70711	3	4	793
-0.70711	0.70711	-0.70711	0.70711	3	4	794
0.70711	-0.70711	-0.70711	0.70711	2	4	795
-0.70711	0.70711	0.70711	-0.70711	1	4	796
0.70711	-0.70711	-0.70711	0.70711	2	4	797
-0.70711	0.70711	0.70711	-0.70711	1	4	798
0.70711	-0.70711	-0.70711	0.70711	2	4	799
0.70711	-0.70711	0.70711	-0.70711	4	4	800
0.70711	-0.70711	-0.70711	0.70711	2	4	801
0.70711	-0.70711	-0.70711	0.70711	2	4	802
0.70711	-0.70711	-0.70711	0.70711	2	4	803
0.70711	-0.70711	-0.70711	0.70711	2	4	804
0.70711	-0.70711	-0.70711	0.70711	2	4	805
0.70711	-0.70711	-0.70711	0.70711	2	4	806
0.70711	-0.70711	-0.70711	0.70711	2	4	807
0.70711	-0.70711	-0.70711	0.70711	2	4	808
0.70711	-0.70711	-0.70711	0.70711	2	4	809
0.70711	-0.70711	-0.70711	0.70711	2	4	810
0.70711	-0.70711	-0.70711	0.70711	2	4	811
0.70711	-0.70711	-0.70711	0.70711	2	4	812
0.70711	-0.70711	-0.70711	0.70711	2	4	813
0.70711	-0.70711	-0.70711	0.70711	2	4	814
0.70711	-0.70711	-0.70711	0.70711	2	4	815
0.70711	-0.70711	-0.70711	0.70711	2	4	816
0.70711	-0.70711	-0.70711	0.70711	2	4	817
0.70711	-0.70711	-0.70711	0.70711	2	4	818
0.70711	-0.70711	-0.70711	0.70711	2	4	819
0.70711	-0.70711	-0.70711	0.70711	2	4	821
0.70711	-0.70711	-0.70711	0.70711	2	4	822
0.70711	-0.70711	-0.70711	0.70711	2	4	823
0.70711	-0.70711	-0.70711	0.70711	2	4	824
0.70711	-0.70711	-0.70711	0.70711	2	4	825
0.70711	-0.70711	-0.70711	0.70711	2	4	826
0.70711	-0.70711	-0.70711	0.70711	2	4	827
0.70711	-0.70711	-0.70711	0.70711	2	4	828
0.70711	-0.70711	-0.70711	0.70711	2	4	829
0.70711	-0.70711	-0.70711	0.70711	2	4	830
0.70711	-0.70711	-0.70711	0.70711	2	4	831
0.70711	-0.70711	-0.70711	0.70711	2	4	832
0.70711	-0.70711	-0.70711	0.70711	2	4	833
0.70711	-0.70711	-0.70711	0.70711	2	4	834
0.70711	-0.70711	-0.70711	0.70711	2	4	835
0.70711	-0.70711	-0.70711	0.70711	2	4	836
0.70711	-0.70711	-0.70711	0.70711	2	4	837
0.70711	-0.70711	-0.70711	0.70711	2	4	838
0.70711	-0.70711	-0.70711	0.70711	2	4	839
0.70711	-0.70711	-0.70711	0.70711	2	4	840
0.70711	-0.70711	-0.70711	0.70711	2	4	841
0.70711	-0.70711	-0.70711	0.70711	2	4	842
0.70711	-0.70711	-0.70711	0.70711	2	4	843
0.70711	-0.70711	-0.70711	0.70711	2	4	844
0.70711	-0.70711	-0.70711	0.70711	2	4	845
0.70711	-0.70711	-0.70711	0.70711	2	4	846
0.70711	-0.70711	-0.70711	0.70711	2	4	847
0.70711	-0.70711	-0.70711	0.70711	2	4	848
0.70711	-0.70711	-0.70711	0.70711	2	4	849
0.70711	-0.70711	-0.70711	0.70711	2	4	850
0.70711	-0.70711	-0.70711	0.70711	2	4	851
0.70711	-0.70711	-0.70711	0.70711	2	4	852
0.70711	-0.70711	-0.70711	0.70711	2	4	853
0.70711	-0.70711	-0.70711	0.70711	2	4	854
0.70711	-0.70711	-0.70711	0.70711	2	4	855
0.70711	-0.70711	-0.70711	0.70711	2	4	856
0.70711	-0.70711	-0.70711	0.70711	2	4	857
0.70711	-0.70711	-0.70711	0.70711	2	4	858
0.70711	-0.70711	-0.70711	0.70711	2	4	859
0.70711	-0.70711	-0.70711	0.70711	2	4	861
0.70711	-0.70711	-0.70711	0.70711	2	4	862
0.70711	-0.70711	-0.70711	0.70711	2	4	863
0.70711	-0.70711	-0.70711	0.70711	2	4	864
0.70711	-0.70711	-0.70711	0.70711	2	4	865
0.70711	-0.70711	-0.70711	0.70711	2	4	866
0.70711	-0.70711	-0.70711	0.70711	2	4	867
0.70711	-0.70711	-0.70711	0.70711	2	4	868
0.70711	-0.70711	-0.70711	0.70711	2	4	869
0.70711	-0.70711	-0.70711	0.70711	2	4	870
0.70711	-0.70711	-0.70711	0.70711	2	4	871
0.70711	-0.70711	-0.70711	0.70711	2	4	872
0.70711	-0.70711	-0.70711	0.70711	2	4	873
0.70711	-0.70711	-0.70711	0.70711	2	4	874
0.70711	-0.70711	-0.70711	0.70711	2	4	875
0.70711	-0.70711	-0.70711	0.70711	2	4	876
0.70711	-0.70711	-0.70711	0.70711	2	4	877
0.70711	-0.70711	-0.70711	0.70711	2	4	878
0.70711	-0.70711	-0.70711	0.70711	2	4	879
0.70711	-0.70711	-0.70711	0.70711	2	4	880
0.70711	-0.70711	-0.70711	0.70711	2	4	881
0.70711	-0.70711	-0.70711	0.70711	2	4	882
0.70711	-0.70711	-0.70711	0.70711	2	4	883
0.70711	-0.70711	-0.70711	0.70711	2	4	884
0.70711	-0.70711	-0.70711	0.70711	2	4	885
0.70711	-0.70711	-0.70711	0.70711	2	4	886
0.70711	-0.70711	-0.70711	0.70711	2	4	887
0.70711	-0.70711	-0.70711	0.70711	2	4	888
0.70711	-0.70711	-0.70711	0.70711	2	4	889
0.70711	-0.70711	-0.70711	0.70711	2	4	890
0.70711	-0.70711	-0.70711	0.70711	2	4	891
0.70711	-0.70711	-0.70711	0.70711	2	4	892
0.70711	-0.70711	-0.70711	0.70711	2	4	893
0.70711	-0.70711	-0.70711	0.70711	2	4	894
0.70711	-0.70711	-0.70711	0.70711	2	4	895
0.70711	-0.70711	-0.70711	0.70711	2	4	896
0.70711	-0.70711	-0.70711	0.70711	2	4	897
0.70711	-0.70711	-0.70711	0.70711	2	4	898
0.70711	-0.70711	-0.70711	0.70711	2	4	899
0.70711	-0.70711	-0.70711	0.70711	2	4	901
0.70711	-0.70711	-0.70711	0.70711	2	4	902
0.70711	-0.70711	-0.70711	0.70711	2	4	903
0.70711	-0.70711	-0.70711	0.70711	2	4	904
0.70711	-0.70711	-0.70711	0.70711	2	4	905
0.70711	-0.70711	-0.70711	0.70711	2	4	906
0.70711	-0.70711	-0.70711	0.70711	2	4	907
0.70711	-0.70711	-0.70711	0.70711	2	4	908
0.70711	-0.70711	-0.70711	0.70711	2	4	909
0.70711	-0.70711	-0.70711	0.70711	2	4	910
0.70711	-0.70711	-0.70711	0.70711	2	4	911
0.70711	-0.70711	-0.70711	0.70711	2	4	912
0.70711	-0.70711	-0.70711	0.70711	2	4	913
0.70711	-0.70711	-0.70711	0.70711	2	4	914
0.70711	-0.70711	-0.70711	0.70711	2	4	915
0.70711	-0.70711	-0.70711	0.70711	2	4	916
0.70711	-0.70711	-0.70711	0.70711	2	4	917
0.70711	-0.70711	-0.70711	0.70711	2	4	918
0.70711	-0.70711	-0.70711	0.70711	2	4	919
0.70711	-0.70711	-0.70711	0.70711	2	4	920
0.70711	-0.70711	-0.70711	0.70711	2	4	921
0.70711	-0.70711	-0.70711	0.70711	2	4	922
0.70711	-0.70711	-0.70711	0.70711	2	4	923
0.70711	-0.70711	-0.70711	0.70711	2	4	924
0.70711	-0.70711	-0.70711	0.70711	2	4	925
0.70711	-0.70711	-0.70711	0.70711	2	4	926
0.70711	-0.70711	-0.70711	0.70711	2	4	927
0.70711	-0.70711	-0.70711	0.70711	2	4	928
0.70711	-0.70711	-0.70711	0.70711	2	4	929
0.70711	-0.70711	-0.70711	0.70711	2	4	930
0.70711	-0.70711	-0.70711	0.70711	2	4	931
0.70711	-0.70711	-0.70711	0.70711	2	4	932
0.70711	-0.70711	-0.70711	0.70711	2	4	933
0.70711	-0.70711	-0.70711	0.70711	2	4	934
0.70711	-0.70711	-0.70711	0.70711	2	4	935
0.70711	-0.70711	-0.70711	0.70711	2	4	936
0.70711	-0.70711	-0.70711	0.70711	2	4	937
